customer_id,f_name,l_name,state
781,Richard,Herrera,Belgium
782,Wayne,Todd,Cape Verde
783,Jennifer,Cannon,Brunei Darussalam
784,Alexis,Smith,Kyrgyz Republic
785,James,Bowers,Romania
786,Donald,Taylor,Ethiopia
787,David,Parker,Bolivia
788,Tammy,Smith,Equatorial Guinea
789,Deanna,Salas,Belize
790,Andrew,Malone,Slovakia (Slovak Republic)
791,Kathryn,Taylor,Finland
792,Kayla,Estrada,Bulgaria
793,Christopher,Brown,Israel
794,Nicholas,Sanchez,Tokelau
795,Justin,Hudson,Turkey
796,Christopher,Phillips,Bosnia and Herzegovina
797,Scott,Diaz,Sri Lanka
798,Chad,Hinton,Guernsey
799,Leslie,Martinez,Liberia
800,Jamie,Dominguez,Singapore
